time,us_aqi,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,ozone,carbon_monoxide,temperature,humidity,pressure,wind_speed
2025-02-26 09:00:00,82,27.6,85.4,7.5,5.3,104.0,360.0,0.0,0.0,0.0,0.0
2025-02-26 10:00:00,81,28.8,85.7,8.3,5.8,105.0,432.0,0.0,0.0,0.0,0.0
2025-02-26 11:00:00,81,27.2,80.8,10.5,6.6,103.0,536.0,0.0,0.0,0.0,0.0
2025-02-26 12:00:00,82,25.9,66.4,21.3,6.8,82.0,616.0,0.0,0.0,0.0,0.0
2025-02-26 13:00:00,82,27.9,67.3,33.9,7.4,65.0,648.0,0.0,0.0,0.0,0.0
2025-02-26 14:00:00,82,34.5,77.1,50.8,8.1,42.0,655.0,0.0,0.0,0.0,0.0
2025-02-26 15:00:00,82,40.2,83.6,60.2,8.4,29.0,658.0,0.0,0.0,0.0,0.0
2025-02-26 16:00:00,83,44.1,94.3,55.1,8.0,34.0,663.0,0.0,0.0,0.0,0.0
2025-02-26 17:00:00,83,45.8,99.4,42.4,7.1,48.0,663.0,0.0,0.0,0.0,0.0
2025-02-26 18:00:00,84,37.1,82.0,31.1,6.3,60.0,655.0,0.0,0.0,0.0,0.0
2025-02-26 19:00:00,85,36.0,85.0,24.0,5.6,65.0,643.0,0.0,0.0,0.0,0.0
2025-02-26 20:00:00,86,35.9,80.8,18.3,4.9,67.0,623.0,0.0,0.0,0.0,0.0
2025-02-26 21:00:00,87,33.2,67.1,13.8,4.3,69.0,586.0,0.0,0.0,0.0,0.0
2025-02-26 22:00:00,88,28.7,57.2,9.6,3.8,72.0,477.0,0.0,0.0,0.0,0.0
2025-02-26 23:00:00,89,26.5,53.2,6.7,3.5,73.0,350.0,0.0,0.0,0.0,0.0
2025-02-27 00:00:00,90,19.4,46.9,4.7,3.6,89.0,358.0,0.0,0.0,0.0,0.0
2025-02-27 01:00:00,90,17.8,48.2,12.6,4.2,79.0,661.0,0.0,0.0,0.0,0.0
2025-02-27 02:00:00,90,22.6,58.9,23.3,5.1,65.0,1100.0,0.0,0.0,0.0,0.0
2025-02-27 03:00:00,90,30.2,74.7,29.0,5.7,58.0,1345.0,0.0,0.0,0.0,0.0
2025-02-27 04:00:00,90,35.5,86.4,24.7,5.9,65.0,1198.0,0.0,0.0,0.0,0.0
2025-02-27 05:00:00,91,39.6,111.3,15.5,5.9,79.0,857.0,0.0,0.0,0.0,0.0
2025-02-27 06:00:00,92,20.0,54.9,8.8,5.7,89.0,594.0,0.0,0.0,0.0,0.0
2025-02-27 07:00:00,91,13.4,32.4,7.6,5.2,89.0,513.0,0.0,0.0,0.0,0.0
2025-02-27 08:00:00,90,10.9,21.8,9.0,4.6,85.0,508.0,0.0,0.0,0.0,0.0
2025-02-27 09:00:00,89,10.9,22.0,11.4,4.2,80.0,536.0,0.0,0.0,0.0,0.0
2025-02-27 10:00:00,87,12.3,26.7,15.5,4.2,74.0,598.0,0.0,0.0,0.0,0.0
2025-02-27 11:00:00,86,15.4,28.4,20.6,4.4,67.0,692.0,0.0,0.0,0.0,0.0
2025-02-27 12:00:00,85,16.9,34.0,15.5,4.7,81.0,768.0,0.0,0.0,0.0,0.0
2025-02-27 13:00:00,84,17.5,31.5,17.3,4.8,79.0,818.0,0.0,0.0,0.0,0.0
2025-02-27 14:00:00,84,17.5,29.8,19.5,5.0,75.0,850.0,0.0,0.0,0.0,0.0
2025-02-27 15:00:00,82,15.3,24.2,20.3,5.1,74.0,841.0,0.0,0.0,0.0,0.0
2025-02-27 16:00:00,80,12.6,18.2,18.2,5.1,76.0,769.0,0.0,0.0,0.0,0.0
2025-02-27 17:00:00,78,10.8,14.6,14.6,4.9,80.0,656.0,0.0,0.0,0.0,0.0
2025-02-27 18:00:00,75,9.4,12.0,11.4,4.7,82.0,548.0,0.0,0.0,0.0,0.0
2025-02-27 19:00:00,73,7.6,9.1,9.4,4.3,82.0,451.0,0.0,0.0,0.0,0.0
2025-02-27 20:00:00,71,6.3,7.3,7.9,3.7,80.0,360.0,0.0,0.0,0.0,0.0
2025-02-27 21:00:00,68,6.1,6.9,6.8,3.3,78.0,298.0,0.0,0.0,0.0,0.0
2025-02-27 22:00:00,66,5.4,6.3,5.4,3.0,77.0,270.0,0.0,0.0,0.0,0.0
2025-02-27 23:00:00,64,4.5,5.6,4.4,2.8,77.0,272.0,0.0,0.0,0.0,0.0
2025-02-28 00:00:00,63,9.1,11.0,10.6,4.1,62.0,320.0,0.0,0.0,0.0,0.0
2025-02-28 01:00:00,62,9.8,12.6,21.5,4.9,48.0,460.0,0.0,0.0,0.0,0.0
2025-02-28 02:00:00,61,17.3,21.2,36.1,6.1,30.0,647.0,0.0,0.0,0.0,0.0
2025-02-28 03:00:00,61,25.7,29.9,43.4,8.0,24.0,760.0,0.0,0.0,0.0,0.0
2025-02-28 04:00:00,61,13.4,19.4,36.4,11.5,41.0,729.0,0.0,0.0,0.0,0.0
2025-02-28 05:00:00,59,10.7,19.2,22.2,15.7,70.0,624.0,0.0,0.0,0.0,0.0
2025-02-28 06:00:00,57,13.5,27.4,11.3,17.9,92.0,533.0,0.0,0.0,0.0,0.0
2025-02-28 07:00:00,56,15.7,31.7,7.9,16.4,100.0,478.0,0.0,0.0,0.0,0.0
2025-02-28 08:00:00,56,17.8,33.4,7.9,12.9,100.0,438.0,0.0,0.0,0.0,0.0
2025-02-28 09:00:00,57,16.9,35.9,9.1,9.9,98.0,439.0,0.0,0.0,0.0,0.0
2025-02-28 10:00:00,57,23.5,48.2,9.8,8.0,95.0,499.0,0.0,0.0,0.0,0.0
2025-02-28 11:00:00,58,22.4,39.8,11.9,6.5,89.0,600.0,0.0,0.0,0.0,0.0
2025-02-28 12:00:00,59,15.0,21.5,18.9,7.9,72.0,715.0,0.0,0.0,0.0,0.0
2025-02-28 13:00:00,58,19.7,25.6,35.2,8.6,51.0,873.0,0.0,0.0,0.0,0.0
2025-02-28 14:00:00,59,30.3,36.9,57.6,9.5,23.0,1044.0,0.0,0.0,0.0,0.0
2025-02-28 15:00:00,60,38.1,45.2,72.9,10.0,3.0,1115.0,0.0,0.0,0.0,0.0
2025-02-28 16:00:00,61,39.5,47.1,75.1,9.8,0.0,1005.0,0.0,0.0,0.0,0.0
2025-02-28 17:00:00,64,39.3,46.1,70.3,9.1,2.0,793.0,0.0,0.0,0.0,0.0
2025-02-28 18:00:00,66,38.8,44.2,63.5,8.2,7.0,605.0,0.0,0.0,0.0,0.0
2025-02-28 19:00:00,68,38.6,43.3,55.8,6.9,12.0,476.0,0.0,0.0,0.0,0.0
2025-02-28 20:00:00,71,36.9,41.2,46.1,5.4,18.0,370.0,0.0,0.0,0.0,0.0
2025-02-28 21:00:00,73,33.6,38.5,36.9,4.2,25.0,304.0,0.0,0.0,0.0,0.0
2025-02-28 22:00:00,75,30.4,36.2,27.5,3.6,33.0,237.0,0.0,0.0,0.0,0.0
2025-02-28 23:00:00,77,27.5,34.2,18.5,3.4,41.0,209.0,0.0,0.0,0.0,0.0
2025-03-01 00:00:00,79,19.3,27.1,7.9,2.5,62.0,362.0,0.0,0.0,0.0,0.0
2025-03-01 01:00:00,80,20.4,26.4,15.8,2.9,48.0,924.0,0.0,0.0,0.0,0.0
2025-03-01 02:00:00,81,25.0,29.6,26.5,3.6,29.0,1667.0,0.0,0.0,0.0,0.0
2025-03-01 03:00:00,81,30.0,32.9,32.1,5.1,23.0,2043.0,0.0,0.0,0.0,0.0
2025-03-01 04:00:00,81,30.7,33.5,27.9,8.1,41.0,1693.0,0.0,0.0,0.0,0.0
2025-03-01 05:00:00,83,14.7,21.4,18.8,11.9,71.0,976.0,0.0,0.0,0.0,0.0
2025-03-01 06:00:00,83,11.3,19.7,11.4,14.6,95.0,428.0,0.0,0.0,0.0,0.0
2025-03-01 07:00:00,83,11.0,20.4,8.3,15.1,107.0,270.0,0.0,0.0,0.0,0.0
2025-03-01 08:00:00,83,11.6,21.8,7.0,14.4,113.0,281.0,0.0,0.0,0.0,0.0
2025-03-01 09:00:00,82,12.7,23.8,7.0,13.7,116.0,331.0,0.0,0.0,0.0,0.0
2025-03-01 10:00:00,82,13.4,24.9,6.0,13.3,119.0,363.0,0.0,0.0,0.0,0.0
2025-03-01 11:00:00,81,14.1,25.3,6.2,12.9,119.0,433.0,0.0,0.0,0.0,0.0
2025-03-01 12:00:00,80,15.9,26.2,13.5,10.5,107.0,584.0,0.0,0.0,0.0,0.0
2025-03-01 13:00:00,80,25.3,34.7,36.9,11.3,76.0,923.0,0.0,0.0,0.0,0.0
2025-03-01 14:00:00,81,39.5,49.6,68.8,12.3,34.0,1341.0,0.0,0.0,0.0,0.0
2025-03-01 15:00:00,82,50.6,61.2,90.7,12.8,3.0,1557.0,0.0,0.0,0.0,0.0
2025-03-01 16:00:00,83,56.7,67.3,93.0,12.3,0.0,1393.0,0.0,0.0,0.0,0.0
2025-03-01 17:00:00,84,59.1,68.9,85.2,11.1,0.0,1026.0,0.0,0.0,0.0,0.0
2025-03-01 18:00:00,85,58.7,67.3,76.9,9.8,4.0,706.0,0.0,0.0,0.0,0.0
2025-03-01 19:00:00,87,53.0,60.1,71.5,8.2,7.0,512.0,0.0,0.0,0.0,0.0
2025-03-01 20:00:00,88,45.5,51.5,65.5,6.5,12.0,365.0,0.0,0.0,0.0,0.0
2025-03-01 21:00:00,89,39.1,44.4,58.1,5.1,18.0,274.0,0.0,0.0,0.0,0.0
2025-03-01 22:00:00,89,34.2,39.0,46.5,4.2,26.0,225.0,0.0,0.0,0.0,0.0
2025-03-01 23:00:00,90,30.4,34.7,33.5,3.7,34.0,233.0,0.0,0.0,0.0,0.0
2025-03-02 00:00:00,90,29.5,33.3,31.8,3.2,28.0,348.0,0.0,0.0,0.0,0.0
2025-03-02 01:00:00,91,26.3,30.4,35.6,3.8,28.0,704.0,0.0,0.0,0.0,0.0
2025-03-02 02:00:00,91,28.0,32.8,40.3,4.7,30.0,1167.0,0.0,0.0,0.0,0.0
2025-03-02 03:00:00,91,31.0,35.4,41.1,6.4,38.0,1394.0,0.0,0.0,0.0,0.0
2025-03-02 04:00:00,91,30.9,35.4,34.0,9.7,60.0,1145.0,0.0,0.0,0.0,0.0
2025-03-02 05:00:00,91,18.6,28.2,22.9,13.8,88.0,659.0,0.0,0.0,0.0,0.0
2025-03-02 06:00:00,92,16.7,26.5,14.1,16.5,111.0,306.0,0.0,0.0,0.0,0.0
2025-03-02 07:00:00,92,15.0,23.8,9.4,16.3,124.0,230.0,0.0,0.0,0.0,0.0
2025-03-02 08:00:00,92,14.1,21.7,7.0,14.7,131.0,286.0,0.0,0.0,0.0,0.0
2025-03-02 09:00:00,93,14.8,21.9,7.4,13.6,133.0,413.0,0.0,0.0,0.0,0.0
2025-03-02 10:00:00,93,15.7,22.8,9.1,13.7,131.0,610.0,0.0,0.0,0.0,0.0
2025-03-02 11:00:00,93,16.4,23.6,13.7,14.4,124.0,877.0,0.0,0.0,0.0,0.0
2025-03-02 12:00:00,93,14.1,16.2,23.3,15.7,108.0,1151.0,0.0,0.0,0.0,0.0
2025-03-02 13:00:00,93,31.7,33.6,48.4,18.0,77.0,1484.0,0.0,0.0,0.0,0.0
2025-03-02 14:00:00,94,50.4,52.4,82.7,21.0,34.0,1823.0,0.0,0.0,0.0,0.0
2025-03-02 15:00:00,94,59.8,61.9,106.4,22.9,4.0,1946.0,0.0,0.0,0.0,0.0
2025-03-02 16:00:00,95,61.9,64.5,109.1,22.6,0.0,1682.0,0.0,0.0,0.0,0.0
2025-03-02 17:00:00,96,62.2,65.2,101.2,21.0,4.0,1202.0,0.0,0.0,0.0,0.0
2025-03-02 18:00:00,96,62.6,66.1,93.9,19.1,9.0,800.0,0.0,0.0,0.0,0.0
2025-03-02 19:00:00,96,59.8,63.1,93.4,16.6,7.0,583.0,0.0,0.0,0.0,0.0
2025-03-02 20:00:00,97,56.8,60.3,93.5,13.8,5.0,443.0,0.0,0.0,0.0,0.0
2025-03-02 21:00:00,97,43.9,46.2,86.6,11.6,11.0,348.0,0.0,0.0,0.0,0.0
2025-03-02 22:00:00,98,36.4,39.5,65.0,10.7,32.0,287.0,0.0,0.0,0.0,0.0
2025-03-02 23:00:00,98,33.1,42.1,36.3,10.6,61.0,270.0,0.0,0.0,0.0,0.0
2025-03-03 00:00:00,98,30.7,34.0,14.1,12.5,83.0,303.0,0.0,0.0,0.0,0.0
2025-03-03 01:00:00,98,28.8,31.2,15.4,10.8,86.0,424.0,0.0,0.0,0.0,0.0
2025-03-03 02:00:00,99,25.9,28.7,17.0,8.4,90.0,595.0,0.0,0.0,0.0,0.0
2025-03-03 03:00:00,98,23.0,27.2,17.5,6.6,93.0,698.0,0.0,0.0,0.0,0.0
2025-03-03 04:00:00,98,20.5,25.1,15.8,6.0,94.0,666.0,0.0,0.0,0.0,0.0
2025-03-03 05:00:00,97,19.0,24.4,12.9,5.9,95.0,568.0,0.0,0.0,0.0,0.0
2025-03-03 06:00:00,97,20.3,30.9,10.4,6.1,97.0,492.0,0.0,0.0,0.0,0.0
2025-03-03 07:00:00,97,24.5,49.4,8.3,6.6,102.0,466.0,0.0,0.0,0.0,0.0
2025-03-03 08:00:00,98,38.2,95.9,6.5,7.2,109.0,463.0,0.0,0.0,0.0,0.0
2025-03-03 09:00:00,100,68.0,180.2,7.1,7.6,111.0,488.0,0.0,0.0,0.0,0.0
2025-03-03 10:00:00,105,39.5,89.4,10.3,7.2,106.0,559.0,0.0,0.0,0.0,0.0
2025-03-03 11:00:00,108,33.2,65.4,15.8,6.4,97.0,659.0,0.0,0.0,0.0,0.0
2025-03-03 12:00:00,110,53.2,108.3,39.8,6.9,61.0,741.0,0.0,0.0,0.0,0.0
2025-03-03 13:00:00,114,54.4,119.0,52.0,7.6,46.0,798.0,0.0,0.0,0.0,0.0
2025-03-03 14:00:00,116,56.1,117.1,68.5,8.6,25.0,838.0,0.0,0.0,0.0,0.0
2025-03-03 15:00:00,117,67.1,129.5,79.3,9.3,11.0,831.0,0.0,0.0,0.0,0.0
2025-03-03 16:00:00,117,59.6,121.1,79.7,9.8,9.0,747.0,0.0,0.0,0.0,0.0
2025-03-03 17:00:00,117,61.7,129.9,74.4,10.0,13.0,618.0,0.0,0.0,0.0,0.0
2025-03-03 18:00:00,117,63.8,133.2,67.0,9.7,19.0,505.0,0.0,0.0,0.0,0.0
2025-03-03 19:00:00,117,62.9,132.2,57.5,8.4,26.0,428.0,0.0,0.0,0.0,0.0
2025-03-03 20:00:00,118,54.7,108.5,46.0,6.6,34.0,369.0,0.0,0.0,0.0,0.0
2025-03-03 21:00:00,117,50.3,102.9,36.2,5.2,40.0,334.0,0.0,0.0,0.0,0.0
2025-03-03 22:00:00,118,45.9,94.3,29.4,4.5,41.0,288.0,0.0,0.0,0.0,0.0
2025-03-03 23:00:00,119,40.3,74.0,24.4,4.1,40.0,268.0,0.0,0.0,0.0,0.0
2025-03-04 00:00:00,120,45.5,91.3,28.1,5.5,34.0,386.0,0.0,0.0,0.0,0.0
2025-03-04 01:00:00,121,47.1,89.2,28.3,6.6,41.0,824.0,0.0,0.0,0.0,0.0
2025-03-04 02:00:00,123,45.3,85.7,28.3,8.3,52.0,1402.0,0.0,0.0,0.0,0.0
2025-03-04 03:00:00,125,42.1,75.4,26.6,10.5,64.0,1692.0,0.0,0.0,0.0,0.0
2025-03-04 04:00:00,127,38.9,65.2,21.6,14.1,79.0,1414.0,0.0,0.0,0.0,0.0
2025-03-04 05:00:00,129,28.3,48.8,14.8,18.2,97.0,849.0,0.0,0.0,0.0,0.0
2025-03-04 06:00:00,130,23.1,40.3,9.5,20.3,111.0,413.0,0.0,0.0,0.0,0.0
2025-03-04 07:00:00,130,19.3,32.7,6.9,18.5,120.0,276.0,0.0,0.0,0.0,0.0
2025-03-04 08:00:00,130,15.7,25.3,5.8,14.7,126.0,267.0,0.0,0.0,0.0,0.0
2025-03-04 09:00:00,128,13.1,20.0,5.6,11.5,129.0,297.0,0.0,0.0,0.0,0.0
2025-03-04 10:00:00,122,11.3,16.6,4.4,9.9,131.0,316.0,0.0,0.0,0.0,0.0
2025-03-04 11:00:00,119,10.7,15.4,4.1,9.0,131.0,372.0,0.0,0.0,0.0,0.0
2025-03-04 12:00:00,116,6.3,7.1,10.5,8.0,116.0,522.0,0.0,0.0,0.0,0.0
2025-03-04 13:00:00,112,13.8,14.8,29.1,8.5,90.0,894.0,0.0,0.0,0.0,0.0
2025-03-04 14:00:00,107,22.8,24.0,54.8,9.2,54.0,1358.0,0.0,0.0,0.0,0.0
2025-03-04 15:00:00,104,29.6,31.2,73.2,9.7,27.0,1585.0,0.0,0.0,0.0,0.0
2025-03-04 16:00:00,100,34.5,36.4,78.7,9.8,17.0,1350.0,0.0,0.0,0.0,0.0
2025-03-04 17:00:00,98,38.3,40.6,77.1,9.6,16.0,877.0,0.0,0.0,0.0,0.0
2025-03-04 18:00:00,96,40.2,42.8,71.3,9.1,19.0,507.0,0.0,0.0,0.0,0.0
2025-03-04 19:00:00,94,38.2,40.9,60.2,8.0,27.0,381.0,0.0,0.0,0.0,0.0
2025-03-04 20:00:00,92,34.0,36.8,44.9,6.5,40.0,358.0,0.0,0.0,0.0,0.0
2025-03-04 21:00:00,91,29.9,32.7,31.9,5.3,51.0,349.0,0.0,0.0,0.0,0.0
2025-03-04 22:00:00,89,26.3,29.0,22.7,4.5,60.0,319.0,0.0,0.0,0.0,0.0
2025-03-04 23:00:00,88,23.2,26.0,15.7,3.9,67.0,304.0,0.0,0.0,0.0,0.0
2025-03-05 00:00:00,86,22.9,25.7,15.4,4.0,63.0,327.0,0.0,0.0,0.0,0.0
2025-03-05 01:00:00,85,21.4,24.3,21.4,4.3,58.0,432.0,0.0,0.0,0.0,0.0
2025-03-05 02:00:00,82,22.9,26.1,29.3,4.9,52.0,576.0,0.0,0.0,0.0,0.0
2025-03-05 03:00:00,81,25.7,28.8,32.8,5.6,54.0,651.0,0.0,0.0,0.0,0.0
2025-03-05 04:00:00,79,25.0,28.9,27.8,6.9,71.0,587.0,0.0,0.0,0.0,0.0
2025-03-05 05:00:00,78,19.2,25.7,18.3,8.4,97.0,454.0,0.0,0.0,0.0,0.0
2025-03-05 06:00:00,78,15.3,21.4,10.8,9.3,117.0,352.0,0.0,0.0,0.0,0.0
2025-03-05 07:00:00,77,13.6,18.7,7.2,9.1,128.0,313.0,0.0,0.0,0.0,0.0
2025-03-05 08:00:00,77,12.4,16.7,5.5,8.4,134.0,305.0,0.0,0.0,0.0,0.0
2025-03-05 09:00:00,76,11.9,15.5,5.6,7.9,136.0,330.0,0.0,0.0,0.0,0.0
2025-03-05 10:00:00,76,11.9,15.0,7.0,8.0,133.0,404.0,0.0,0.0,0.0,0.0
2025-03-05 11:00:00,76,12.3,14.6,10.3,8.4,126.0,510.0,0.0,0.0,0.0,0.0
2025-03-05 12:00:00,76,6.2,6.2,16.7,9.0,117.0,605.0,0.0,0.0,0.0,0.0
2025-03-05 13:00:00,77,10.6,11.0,29.1,9.0,96.0,686.0,0.0,0.0,0.0,0.0
2025-03-05 14:00:00,76,15.7,16.2,46.2,9.1,68.0,756.0,0.0,0.0,0.0,0.0
2025-03-05 15:00:00,76,21.1,21.9,59.3,9.0,45.0,773.0,0.0,0.0,0.0,0.0
2025-03-05 16:00:00,75,25.9,26.9,65.4,8.9,33.0,704.0,0.0,0.0,0.0,0.0
2025-03-05 17:00:00,74,28.7,29.8,67.4,8.6,26.0,583.0,0.0,0.0,0.0,0.0
2025-03-05 18:00:00,73,28.3,29.5,65.1,8.1,25.0,473.0,0.0,0.0,0.0,0.0
2025-03-05 19:00:00,73,25.0,26.4,56.4,7.0,31.0,386.0,0.0,0.0,0.0,0.0
2025-03-05 20:00:00,71,22.2,23.8,43.5,5.7,42.0,309.0,0.0,0.0,0.0,0.0
2025-03-05 21:00:00,71,20.7,22.5,32.4,4.6,51.0,266.0,0.0,0.0,0.0,0.0
2025-03-05 22:00:00,70,19.5,21.2,24.5,3.9,57.0,213.0,0.0,0.0,0.0,0.0
2025-03-05 23:00:00,69,18.4,20.2,18.5,3.5,62.0,193.0,0.0,0.0,0.0,0.0
2025-03-06 00:00:00,69,18.4,19.9,16.7,3.3,60.0,365.0,0.0,0.0,0.0,0.0
2025-03-06 01:00:00,69,19.0,20.7,23.5,3.7,51.0,972.0,0.0,0.0,0.0,0.0
2025-03-06 02:00:00,68,22.8,24.6,32.6,4.3,40.0,1770.0,0.0,0.0,0.0,0.0
2025-03-06 03:00:00,68,28.0,30.0,37.0,5.5,39.0,2185.0,0.0,0.0,0.0,0.0
2025-03-06 04:00:00,69,28.8,31.9,32.3,7.6,58.0,1844.0,0.0,0.0,0.0,0.0
2025-03-06 05:00:00,69,14.6,21.4,22.8,10.2,88.0,1121.0,0.0,0.0,0.0,0.0
2025-03-06 06:00:00,68,11.3,17.2,15.1,12.3,111.0,560.0,0.0,0.0,0.0,0.0
2025-03-06 07:00:00,68,10.7,15.7,10.9,13.3,123.0,358.0,0.0,0.0,0.0,0.0
2025-03-06 08:00:00,68,10.3,14.4,8.5,13.7,128.0,319.0,0.0,0.0,0.0,0.0
2025-03-06 09:00:00,68,10.3,13.8,8.6,14.0,129.0,397.0,0.0,0.0,0.0,0.0
2025-03-06 10:00:00,68,10.5,13.6,9.9,14.0,126.0,627.0,0.0,0.0,0.0,0.0
2025-03-06 11:00:00,68,10.9,13.8,13.8,13.8,119.0,976.0,0.0,0.0,0.0,0.0
2025-03-06 12:00:00,67,8.5,8.5,27.7,16.1,98.0,1294.0,0.0,0.0,0.0,0.0
2025-03-06 13:00:00,68,23.4,23.5,51.8,17.8,70.0,1582.0,0.0,0.0,0.0,0.0
2025-03-06 14:00:00,69,39.7,40.6,84.7,20.0,33.0,1840.0,0.0,0.0,0.0,0.0
2025-03-06 15:00:00,71,46.4,47.8,106.6,20.7,5.0,1921.0,0.0,0.0,0.0,0.0
2025-03-06 16:00:00,73,51.5,53.0,108.0,18.7,0.0,1705.0,0.0,0.0,0.0,0.0
2025-03-06 17:00:00,75,53.4,54.7,98.3,15.2,0.0,1313.0,0.0,0.0,0.0,0.0
2025-03-06 18:00:00,76,50.3,51.5,86.6,12.0,5.0,961.0,0.0,0.0,0.0,0.0
2025-03-06 19:00:00,78,41.0,41.9,74.8,9.7,13.0,707.0,0.0,0.0,0.0,0.0
2025-03-06 20:00:00,79,29.7,30.7,60.9,7.6,25.0,493.0,0.0,0.0,0.0,0.0
2025-03-06 21:00:00,80,22.5,23.3,47.6,6.0,36.0,358.0,0.0,0.0,0.0,0.0
2025-03-06 22:00:00,80,18.0,18.6,33.8,4.9,47.0,293.0,0.0,0.0,0.0,0.0
2025-03-06 23:00:00,80,14.7,15.2,20.5,4.2,57.0,307.0,0.0,0.0,0.0,0.0
2025-03-07 00:00:00,80,16.7,17.3,22.8,3.9,41.0,464.0,0.0,0.0,0.0,0.0
2025-03-07 01:00:00,80,13.1,13.9,28.7,4.2,38.0,929.0,0.0,0.0,0.0,0.0
2025-03-07 02:00:00,79,15.7,16.6,36.4,4.8,35.0,1538.0,0.0,0.0,0.0,0.0
2025-03-07 03:00:00,79,21.0,22.1,39.5,6.7,41.0,1864.0,0.0,0.0,0.0,0.0
2025-03-07 04:00:00,78,26.7,27.7,33.5,11.5,64.0,1644.0,0.0,0.0,0.0,0.0
2025-03-07 05:00:00,78,8.7,9.5,22.8,17.5,95.0,1141.0,0.0,0.0,0.0,0.0
2025-03-07 06:00:00,77,6.9,7.7,14.2,21.0,120.0,724.0,0.0,0.0,0.0,0.0
2025-03-07 07:00:00,77,6.4,7.4,9.7,19.4,133.0,504.0,0.0,0.0,0.0,0.0
2025-03-07 08:00:00,77,6.6,7.9,7.1,15.3,140.0,369.0,0.0,0.0,0.0,0.0
2025-03-07 09:00:00,76,7.1,8.8,7.0,12.1,142.0,353.0,0.0,0.0,0.0,0.0
2025-03-07 10:00:00,76,7.6,10.3,7.3,11.3,141.0,518.0,0.0,0.0,0.0,0.0
2025-03-07 11:00:00,76,8.4,12.1,10.0,11.4,136.0,802.0,0.0,0.0,0.0,0.0
2025-03-07 12:00:00,76,7.5,9.9,22.1,11.8,113.0,1047.0,0.0,0.0,0.0,0.0
2025-03-07 13:00:00,84,16.9,19.4,49.2,13.2,81.0,1230.0,0.0,0.0,0.0,0.0
2025-03-07 14:00:00,81,30.3,33.2,86.1,15.2,37.0,1374.0,0.0,0.0,0.0,0.0
2025-03-07 15:00:00,74,38.9,42.8,110.5,16.0,5.0,1393.0,0.0,0.0,0.0,0.0
2025-03-07 16:00:00,74,43.3,48.0,111.4,14.9,0.0,1199.0,0.0,0.0,0.0,0.0
2025-03-07 17:00:00,73,46.7,51.2,99.8,12.6,0.0,879.0,0.0,0.0,0.0,0.0
2025-03-07 18:00:00,73,45.8,49.5,86.1,10.5,7.0,609.0,0.0,0.0,0.0,0.0
2025-03-07 19:00:00,72,39.5,42.6,72.6,8.7,17.0,450.0,0.0,0.0,0.0,0.0
2025-03-07 20:00:00,72,29.2,32.0,56.9,7.0,31.0,341.0,0.0,0.0,0.0,0.0
2025-03-07 21:00:00,72,20.5,23.3,43.1,5.7,43.0,275.0,0.0,0.0,0.0,0.0
2025-03-07 22:00:00,72,15.9,18.4,31.1,4.8,53.0,246.0,0.0,0.0,0.0,0.0
2025-03-07 23:00:00,72,13.7,15.8,21.0,4.3,61.0,260.0,0.0,0.0,0.0,0.0
2025-03-08 00:00:00,72,14.3,16.2,19.1,3.8,53.0,325.0,0.0,0.0,0.0,0.0
2025-03-08 01:00:00,72,13.4,15.4,25.5,4.2,48.0,498.0,0.0,0.0,0.0,0.0
2025-03-08 02:00:00,72,16.1,18.1,33.9,4.8,43.0,724.0,0.0,0.0,0.0,0.0
2025-03-08 03:00:00,72,19.8,22.1,37.6,6.0,47.0,842.0,0.0,0.0,0.0,0.0
2025-03-08 04:00:00,72,20.2,23.1,32.2,8.3,68.0,749.0,0.0,0.0,0.0,0.0
2025-03-08 05:00:00,71,13.6,18.3,22.2,11.1,98.0,549.0,0.0,0.0,0.0,0.0
2025-03-08 06:00:00,71,12.4,17.2,13.9,12.9,123.0,395.0,0.0,0.0,0.0,0.0
2025-03-08 07:00:00,72,11.0,16.2,9.4,12.8,138.0,335.0,0.0,0.0,0.0,0.0
2025-03-08 08:00:00,72,10.7,15.7,6.7,11.8,148.0,320.0,0.0,0.0,0.0,0.0
2025-03-08 09:00:00,73,10.7,15.3,6.5,11.0,151.0,356.0,0.0,0.0,0.0,0.0
2025-03-08 10:00:00,73,10.9,14.9,7.5,10.8,147.0,454.0,0.0,0.0,0.0,0.0
2025-03-08 11:00:00,73,11.0,14.6,11.1,10.9,135.0,603.0,0.0,0.0,0.0,0.0
2025-03-08 12:00:00,81,8.7,8.7,20.7,11.4,115.0,775.0,0.0,0.0,0.0,0.0
2025-03-08 13:00:00,91,16.3,16.4,45.6,12.3,83.0,1006.0,0.0,0.0,0.0,0.0
2025-03-08 14:00:00,88,28.3,29.0,79.7,13.5,38.0,1262.0,0.0,0.0,0.0,0.0
2025-03-08 15:00:00,73,38.6,39.7,102.7,14.0,6.0,1408.0,0.0,0.0,0.0,0.0
2025-03-08 16:00:00,73,46.3,47.5,104.6,13.2,0.0,1376.0,0.0,0.0,0.0,0.0
2025-03-08 17:00:00,73,51.6,52.7,95.4,11.7,1.0,1236.0,0.0,0.0,0.0,0.0
2025-03-08 18:00:00,74,50.2,51.2,85.6,10.1,6.0,1061.0,0.0,0.0,0.0,0.0
2025-03-08 19:00:00,74,46.1,46.9,79.0,8.3,8.0,844.0,0.0,0.0,0.0,0.0
2025-03-08 20:00:00,75,39.1,40.0,71.7,6.5,10.0,592.0,0.0,0.0,0.0,0.0
